Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Euro Area,Currency,2017-10-30T00:00:00,1.1649,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-10-31T00:00:00,1.1644,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-01T00:00:00,1.1617,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-02T00:00:00,1.1656,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-03T00:00:00,1.1607,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-05T00:00:00,1.1611,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-06T00:00:00,1.1609,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-07T00:00:00,1.1585,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-08T00:00:00,1.1593,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-09T00:00:00,1.164,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-10T00:00:00,1.1663,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-12T00:00:00,1.1663,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-13T00:00:00,1.1665,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-14T00:00:00,1.1796,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-15T00:00:00,1.1791,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-16T00:00:00,1.1769,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-17T00:00:00,1.1793,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-20T00:00:00,1.1732,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-21T00:00:00,1.1737,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-22T00:00:00,1.182,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-23T00:00:00,1.185,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-24T00:00:00,1.193,Daily,EURUSD,2020-05-16T16:21:33.813
